,OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,CRNCY_CODE,S_DQ_PRECLOSE,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_CHANGE,S_DQ_PCTCHANGE,S_DQ_VOLUME,S_DQ_AMOUNT,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,S_DQ_AVGPRICE,S_DQ_TRADESTATUS,OPDATE,OPMODE
1011645,{000A7A75-1AC0-441C-B22E-81F44BBD7A7C},300386.SZ,20160817,CNY,30.2,29.98,30.88,29.62,30.26,0.06,0.1987,121445.8,366530.6658,134.36,133.38,137.38,131.78,134.62,4.448926,30.1806,??,2016-12-27 13:21:46,0
1013048,{0017CCC7-4C0C-4E69-B3F6-FEEA05D22483},300386.SZ,20160928,CNY,27.27,27.31,27.41,26.81,26.91,-0.36,-1.3201,28191.09,76015.5815,121.32,121.5,121.95,119.28,119.72,4.448926,26.9644,??,2016-12-27 13:27:27,0
1013628,{001D3D22-EE75-41DF-8C98-36AA2155317D},300386.SZ,20160729,CNY,27.62,27.42,27.57,26.34,26.62,-1.0,-3.6206,84034.54,225039.5724,122.88,121.99,122.66,117.18,118.43,4.448926,26.7794,??,2016-12-27 13:19:42,0
1022859,{00773845-CFAF-4BB0-AEBA-9B030C5ABF45},300386.SZ,20141110,CNY,142.96,142.19,144.98,141.0,144.82,1.86,1.3011,10858.72,155846.6787,142.96,142.19,144.98,141.0,144.82,1.0,143.5221,??,2016-12-27 12:24:35,0
1034131,{00D8B588-D9D0-49F6-9935-B82B65E3BDC1},300386.SZ,20140708,CNY,92.97,102.27,102.27,102.27,102.27,9.3,10.0032,12807.83,130985.6774,92.97,102.27,102.27,102.27,102.27,1.0,102.27,??,2016-12-27 12:18:17,0
1036905,{00F2E6B4-D9A2-4408-8C36-B70D796D2FB1},300386.SZ,20160304,CNY,34.55,34.8,34.8,31.75,32.11,-2.44,-7.0622,40626.91,134616.9678,76.48,77.03,77.03,70.28,71.08,2.213626,33.1349,??,2016-12-27 13:04:06,0
1042843,{012BCC97-EC19-40D1-A94D-81FC2CE92455},300386.SZ,20160407,CNY,46.5,49.0,49.5,46.14,46.18,-0.32,-0.6882,145396.94,698926.0313,102.93,108.47,109.57,102.14,102.23,2.213626,48.0702,??,2016-12-27 13:06:57,0
1051515,{017E4F46-3F57-4820-BAD0-9A46125AA2B7},300386.SZ,20160907,CNY,29.63,29.35,29.57,29.04,29.12,-0.51,-1.7212,62015.36,181539.9401,131.82,130.58,131.55,129.2,129.55,4.448926,29.2734,??,2016-12-27 13:24:14,0
1053037,{018C6E34-2526-4A3D-B94E-F31C0A474391},300386.SZ,20150114,CNY,118.98,119.01,121.55,117.5,121.22,2.24,1.8827,8247.26,98619.335,118.98,119.01,121.55,117.5,121.22,1.0,119.5783,??,2016-12-27 12:33:42,0
1055265,{01A0DDA0-E261-4215-B2B4-6CD1984AB4A2},300386.SZ,20141021,CNY,131.2,131.1,142.6,130.29,138.8,7.6,5.7927,33888.76,463542.4195,131.2,131.1,142.6,130.29,138.8,1.0,136.7835,??,2016-12-27 12:23:33,0
1068497,{021EA4FE-57B5-4A61-BD5A-972E65D28018},300386.SZ,20160512,CNY,19.89,19.5,19.83,18.3,19.46,-0.43,-2.1619,81377.63,155699.861,88.49,86.75,88.22,81.42,86.58,4.448926,19.133,??,2016-12-27 13:10:34,0
1068735,{0220F89A-77C8-4457-B5BE-C3D713647D4A},300386.SZ,20150311,CNY,133.04,133.0,134.09,130.84,131.41,-1.63,-1.2252,7091.47,93537.3475,133.04,133.0,134.09,130.84,131.41,1.0,131.9012,??,2016-12-27 12:35:58,0
1090566,{02EE92A1-16D4-4D34-ACC4-82EEA63F8030},300386.SZ,20141121,CNY,138.78,138.1,141.5,138.1,139.26,0.48,0.3459,10180.99,142326.8979,138.78,138.1,141.5,138.1,139.26,1.0,139.7967,??,2016-12-27 12:25:07,0
1100280,{034AD58E-11A8-42A2-837A-01D303171A6A},300386.SZ,20150317,CNY,139.13,140.89,144.57,138.03,140.16,1.03,0.7403,19182.69,271810.9262,139.13,140.89,144.57,138.03,140.16,1.0,141.6959,??,2016-12-27 12:36:14,0
1100552,{034D6DF6-F303-4032-BDA4-6E146C9F805C},300386.SZ,20160824,CNY,29.79,30.16,30.69,29.9,30.3,0.51,1.712,99445.46,301254.6986,132.53,134.18,136.54,133.02,134.8,4.448926,30.2935,??,2016-12-27 13:23:26,0
1111596,{03AB5B5B-7B42-4C9F-A215-6C035E71A098},300386.SZ,20150706,CNY,55.19,60.7,60.7,49.67,49.67,-5.52,-10.0018,33580.63,179186.5078,122.17,134.37,134.37,109.95,109.95,2.213626,53.3601,DR,2016-12-27 12:43:24,0
1111957,{03AF01DE-92A3-44EF-8024-E4D090A90682},300386.SZ,20160503,CNY,44.18,45.8,47.88,45.0,47.21,3.03,6.8583,72310.69,336033.8753,97.8,101.38,105.99,99.61,104.51,2.213626,46.4708,??,2016-12-27 13:09:56,0
1112792,{03B6F2D9-5B56-4DA4-9676-8EA876BEA2EC},300386.SZ,20150715,CNY,63.36,60.0,60.1,57.02,57.02,-6.34,-10.0063,32372.81,187379.6511,140.26,132.82,133.04,126.22,126.22,2.213626,57.8818,??,2016-12-27 12:44:01,0
1138158,{049C50F6-FAEA-43DC-9109-AB23BF0F39D5},300386.SZ,20151218,CNY,55.5,55.0,55.97,52.7,53.36,-2.14,-3.8559,69427.26,373878.0822,122.86,121.75,123.9,116.66,118.12,2.213626,53.8518,??,2016-12-27 12:56:14,0
1141101,{04B8BBD8-9A7E-401D-9545-E36B1687593E},300386.SZ,20150708,CNY,44.7,40.23,49.15,40.23,49.0,4.3,9.6197,136853.36,581871.6846,98.95,89.05,108.8,89.05,108.47,2.213626,42.5179,??,2016-12-27 12:43:09,0
1167993,{05B780FD-26F4-48A1-87D6-F4713AC6F423},300386.SZ,20141124,CNY,139.26,140.8,141.45,138.34,139.2,-0.06,-0.0431,9929.84,138955.8286,139.26,140.8,141.45,138.34,139.2,1.0,139.9376,??,2016-12-27 12:24:50,0
1169940,{05CA203D-2156-41A3-B170-3D926F272AF0},300386.SZ,20161019,CNY,29.0,29.0,29.3,28.3,28.47,-0.53,-1.8276,69662.86,199510.8251,129.02,129.02,130.35,125.9,126.66,4.448926,28.6395,??,2016-12-27 13:28:56,0
1174153,{05F17B25-426F-4ED5-B1A4-EECB2418AA2A},300386.SZ,20141229,CNY,118.1,116.99,117.0,111.84,112.44,-5.66,-4.7925,8197.47,92985.0652,118.1,116.99,117.0,111.84,112.44,1.0,113.4314,??,2016-12-27 12:26:36,0
1185921,{0657A489-7B0D-4396-A349-DED8BA581D25},300386.SZ,20160811,CNY,29.05,28.51,28.7,27.8,27.92,-1.13,-3.8898,96233.63,271936.3094,129.24,126.84,127.68,123.68,124.21,4.448926,28.2579,??,2016-12-27 13:21:26,0
1206656,{0700F622-ED04-11E6-A728-6C0B84A6895D},300386.SZ,20170207,CNY,23.03,22.95,22.95,22.31,22.57,-0.46,-1.9974,47597.5,107330.749,102.46,102.1,102.1,99.26,100.41,4.448926,22.5497,??,2017-02-07 15:12:26,0
1207224,{07046F5A-7A36-4DB0-AE7E-4EFB5CAF24A9},300386.SZ,20151207,CNY,47.17,47.6,48.49,46.5,48.0,0.83,1.7596,33225.8,158836.3887,104.42,105.37,107.34,102.93,106.25,2.213626,47.8051,??,2016-12-27 12:55:35,0
1216212,{0758BA60-A0C5-42BE-82D8-DECB01AFD9BA},300386.SZ,20160413,CNY,48.38,48.98,50.62,47.81,48.3,-0.08,-0.1654,104913.58,514291.6522,107.1,108.42,112.05,105.83,106.92,2.213626,49.0205,??,2016-12-27 13:07:53,0
1219755,{0779C293-685A-431C-8FF1-E29E14219478},300386.SZ,20151211,CNY,52.53,54.21,56.68,52.76,53.15,0.62,1.1803,156375.81,856821.6493,116.28,120.0,125.47,116.79,117.65,2.213626,54.7925,??,2016-12-27 12:55:53,0
1229926,{07DBA05B-0C44-4601-8B61-A950F2839335},300386.SZ,20160615,CNY,31.7,30.91,34.87,30.82,34.87,3.17,10.0,304808.72,1008726.256,141.03,137.52,155.13,137.12,155.13,4.448926,33.0937,??,2016-12-27 13:14:15,0
1244414,{085A4861-B00C-41A7-9E2E-603D3B0F08C4},300386.SZ,20151116,CNY,51.28,49.99,53.05,49.0,52.87,1.59,3.1006,56731.96,292657.7524,113.51,110.66,117.43,108.47,117.03,2.213626,51.586,??,2016-12-27 12:53:50,0
1249756,{088DC58D-E8EE-4AE1-862B-04AE994195EC},300386.SZ,20160524,CNY,24.17,24.0,24.6,23.32,23.95,-0.22,-0.9102,199906.04,479727.5755,107.53,106.77,109.44,103.75,106.55,4.448926,23.9977,??,2016-12-27 13:12:14,0
1252428,{08A652A0-2751-4BA0-A09E-F5735CF3ED8B},300386.SZ,20161108,CNY,27.0,27.0,27.42,27.0,27.24,0.24,0.8889,42778.98,116284.382,120.12,120.12,121.99,120.12,121.19,4.448926,27.1826,??,2016-11-08 15:25:54,1
1257835,{08D936CF-EACB-4926-84C9-7DB9B09CBC2F},300386.SZ,20150225,CNY,139.4,139.3,139.3,133.05,133.59,-5.81,-4.1679,14480.97,196334.6147,139.4,139.3,139.3,133.05,133.59,1.0,135.5811,??,2016-12-27 12:35:14,0
1259882,{08EBB611-CD50-47C6-AAE6-F890E4BCD8E7},300386.SZ,20150703,CNY,135.21,134.49,138.99,121.69,122.17,-13.04,-9.6443,17009.44,216150.7362,135.21,134.49,138.99,121.69,122.17,1.0,127.0769,??,2016-12-27 12:43:13,0
1267590,{09343366-F74F-4C7E-BBFB-BE007EA9EC99},300386.SZ,20160527,CNY,27.94,27.35,27.64,26.65,27.0,-0.94,-3.3644,284332.57,769273.2668,124.3,121.68,122.97,118.56,120.12,4.448926,27.0554,??,2016-12-27 13:12:35,0
1309679,{0ABD2D80-D1B4-4F0C-A1C5-35EFD00B9DBE},300386.SZ,20160819,CNY,29.85,29.79,32.6,29.61,30.76,0.91,3.0486,164957.24,513611.254,132.8,132.53,145.03,131.73,136.85,4.448926,31.136,??,2016-12-27 13:22:22,0
1312659,{0AD9792F-95CB-45B7-B18E-2A41D79F07E6},300386.SZ,20161031,CNY,27.39,27.0,27.28,26.7,27.12,-0.27,-0.9858,42530.79,114674.12,121.86,120.12,121.37,118.79,120.65,4.448926,26.9626,??,2016-12-27 13:30:24,0
