,OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,CRNCY_CODE,S_DQ_PRECLOSE,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_CHANGE,S_DQ_PCTCHANGE,S_DQ_VOLUME,S_DQ_AMOUNT,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,S_DQ_AVGPRICE,S_DQ_TRADESTATUS,OPDATE,OPMODE
24842,-124915,600620.SH,19921117,CNY,76.0,76.0,76.5,61.9,73.5,-2.5,-3.2895,130518.0,9239.0,76.0,76.0,76.5,61.9,73.5,1.0,0.7079,??,2016-12-27 10:24:38,0
24843,-124916,600620.SH,19921118,CNY,73.5,70.0,87.0,70.0,85.1,11.6,15.7823,88711.0,6859.0,73.5,70.0,87.0,70.0,85.1,1.0,0.7732,??,2016-12-27 10:24:38,0
24844,-124917,600620.SH,19921119,CNY,85.1,86.0,93.5,80.0,88.2,3.1,3.6428,6500.0,1967.0,85.1,86.0,93.5,80.0,88.2,1.0,3.0262,??,2016-12-27 10:24:38,0
24845,-124918,600620.SH,19921120,CNY,88.2,89.0,90.8,85.05,88.9,0.7,0.7937,13052.0,9239.0,88.2,89.0,90.8,85.05,88.9,1.0,7.0786,??,2016-12-27 10:24:38,0
24846,-124919,600620.SH,19921123,CNY,88.9,90.0,94.0,89.1,93.7,4.8,5.3993,8871.0,6859.0,88.9,90.0,94.0,89.1,93.7,1.0,7.7319,??,2016-12-27 10:24:38,0
24847,-124920,600620.SH,19921124,CNY,93.7,94.0,117.0,94.0,115.0,21.3,22.7321,14781.0,13192.0,93.7,94.0,117.0,94.0,115.0,1.0,8.925,??,2016-12-27 10:24:38,0
24848,-124921,600620.SH,19921125,CNY,115.0,125.0,179.0,120.0,175.0,60.0,52.1739,8700.0,7647.0,115.0,125.0,179.0,120.0,175.0,1.0,8.7897,??,2016-12-27 10:24:38,0
24849,-124922,600620.SH,19921126,CNY,175.0,230.0,248.0,135.0,150.0,-25.0,-14.2857,8224.0,7540.0,175.0,230.0,248.0,135.0,150.0,1.0,9.1683,??,2016-12-27 10:24:38,0
24850,-124923,600620.SH,19921127,CNY,150.0,130.0,205.0,120.0,190.0,40.0,26.6667,8056.0,8247.0,150.0,130.0,205.0,120.0,190.0,1.0,10.2371,??,2016-12-27 10:24:38,0
24851,-124924,600620.SH,19921130,CNY,190.0,205.0,215.0,190.0,205.5,15.5,8.1579,8206.0,12192.0,190.0,205.0,215.0,190.0,205.5,1.0,14.8574,??,2016-12-27 10:24:38,0
24852,-124925,600620.SH,19921201,CNY,205.5,215.0,215.0,180.0,194.5,-11.0,-5.3528,7224.0,13704.0,205.5,215.0,215.0,180.0,194.5,1.0,18.9701,??,2016-12-27 10:24:38,0
24853,-124926,600620.SH,19921202,CNY,194.5,186.0,198.0,183.0,193.5,-1.0,-0.5141,7826.0,13869.0,194.5,186.0,198.0,183.0,193.5,1.0,17.7217,??,2016-12-27 10:24:38,0
24854,-124927,600620.SH,19921203,CNY,193.5,200.0,206.0,190.0,203.0,9.5,4.9096,6526.0,13180.0,193.5,200.0,206.0,190.0,203.0,1.0,20.1961,??,2016-12-27 10:24:38,0
24855,-124928,600620.SH,19921204,CNY,203.0,210.0,214.9,200.0,200.0,-3.0,-1.4778,4158.0,8092.0,203.0,210.0,214.9,200.0,200.0,1.0,19.4613,??,2016-12-27 10:24:38,0
24856,-124929,600620.SH,19921207,CNY,200.0,190.0,200.0,185.0,198.0,-2.0,-1.0,2852.0,5476.0,200.0,190.0,200.0,185.0,198.0,1.0,19.2006,??,2016-12-27 10:24:38,0
24857,-124930,600620.SH,19921208,CNY,198.0,204.0,204.0,188.0,190.0,-8.0,-4.0404,4042.0,8105.0,198.0,204.0,204.0,188.0,190.0,1.0,20.052,??,2016-12-27 10:24:38,0
24858,-124931,600620.SH,19921209,CNY,190.0,188.0,190.0,165.0,171.0,-19.0,-10.0,3644.0,7464.0,190.0,188.0,190.0,165.0,171.0,1.0,20.483,??,2016-12-27 10:24:38,0
24859,-124932,600620.SH,19921210,CNY,17.1,15.85,17.8,14.8,16.0,-1.1,-6.4327,2500.0,4856.0,171.0,158.5,178.0,148.0,160.0,10.0,19.424,??,2016-12-27 10:24:38,0
24860,-124933,600620.SH,19921211,CNY,16.0,16.95,18.2,15.4,18.0,2.0,12.5,6100.0,11768.0,160.0,169.5,182.0,154.0,180.0,10.0,19.2918,??,2016-12-27 10:24:38,0
24861,-124934,600620.SH,19921214,CNY,18.0,18.0,18.49,16.4,17.0,-1.0,-5.5556,3142.0,5706.0,180.0,180.0,184.9,164.0,170.0,10.0,18.1604,??,2016-12-27 10:24:38,0
24862,-124935,600620.SH,19921215,CNY,17.0,17.2,17.5,16.05,16.8,-0.2,-1.1765,2691.0,4391.0,170.0,172.0,175.0,160.5,168.0,10.0,16.3174,??,2016-12-27 10:24:38,0
24863,-124936,600620.SH,19921216,CNY,16.8,16.63,17.25,16.5,16.9,0.1,0.5952,4158.0,6910.0,168.0,166.3,172.5,165.0,169.0,10.0,16.6186,??,2016-12-27 10:24:38,0
24864,-124937,600620.SH,19921217,CNY,16.9,17.4,17.48,17.0,17.4,0.5,2.9586,2555.0,4340.0,169.0,174.0,174.8,170.0,174.0,10.0,16.9863,??,2016-12-27 10:24:38,0
24865,-124938,600620.SH,19921218,CNY,17.4,17.2,17.8,16.91,17.2,-0.2,-1.1494,1411.0,2408.0,174.0,172.0,178.0,169.1,172.0,10.0,17.0659,??,2016-12-27 10:24:38,0
24866,-124939,600620.SH,19921221,CNY,17.2,16.2,18.08,16.2,17.6,0.4,2.3256,1183.0,1999.0,172.0,162.0,180.8,162.0,176.0,10.0,16.8977,??,2016-12-27 10:24:38,0
24867,-124940,600620.SH,19921222,CNY,17.6,17.66,18.1,17.0,17.5,-0.1,-0.5682,1633.0,2901.0,176.0,176.6,181.0,170.0,175.0,10.0,17.7648,??,2016-12-27 10:24:38,0
24868,-124941,600620.SH,19921223,CNY,17.5,17.4,17.7,17.25,17.6,0.1,0.5714,702.0,1231.0,175.0,174.0,177.0,172.5,176.0,10.0,17.5356,??,2016-12-27 10:24:38,0
24869,-124942,600620.SH,19921224,CNY,17.6,17.67,18.1,17.56,18.1,0.5,2.8409,1178.0,2101.0,176.0,176.7,181.0,175.6,181.0,10.0,17.8353,??,2016-12-27 10:24:38,0
24870,-124943,600620.SH,19921225,CNY,18.1,18.2,18.8,17.9,18.1,0.0,0.0,2837.0,5221.0,181.0,182.0,188.0,179.0,181.0,10.0,18.4032,??,2016-12-27 10:24:38,0
24871,-124944,600620.SH,19921228,CNY,18.1,18.5,18.9,17.85,18.0,-0.1,-0.5525,1601.0,2910.0,181.0,185.0,189.0,178.5,180.0,10.0,18.1761,??,2016-12-27 10:24:38,0
24872,-124945,600620.SH,19921229,CNY,18.0,18.3,18.97,18.1,18.97,0.97,5.3889,1622.0,3009.0,180.0,183.0,189.7,181.0,189.7,10.0,18.5512,??,2016-12-27 10:24:38,0
24873,-124946,600620.SH,19921230,CNY,18.97,19.2,19.49,18.85,19.06,0.09,0.4744,2634.0,5057.0,189.7,192.0,194.9,188.5,190.6,10.0,19.1989,??,2016-12-27 10:24:38,0
24874,-124947,600620.SH,19921231,CNY,19.06,19.0,19.9,19.0,19.82,0.76,3.9874,2796.0,5470.0,190.6,190.0,199.0,190.0,198.2,10.0,19.5637,??,2016-12-27 10:24:42,0
24875,-124948,600620.SH,19930104,CNY,19.82,20.0,21.55,19.5,21.5,1.68,8.4763,5845.0,12193.0,198.2,200.0,215.5,195.0,215.0,10.0,20.8606,??,2016-12-27 10:24:55,0
24876,-124949,600620.SH,19930105,CNY,21.5,21.6,24.2,19.89,24.2,2.7,12.5581,5009.0,11768.0,215.0,216.0,242.0,198.9,242.0,10.0,23.4937,??,2016-12-27 10:24:55,0
24877,-124950,600620.SH,19930106,CNY,24.2,25.0,25.0,23.0,23.75,-0.45,-1.8595,7013.0,16820.0,242.0,250.0,250.0,230.0,237.5,10.0,23.984,??,2016-12-27 10:24:55,0
24878,-124951,600620.SH,19930107,CNY,23.75,23.5,24.88,23.2,24.5,0.75,3.1579,3746.0,8947.0,237.5,235.0,248.8,232.0,245.0,10.0,23.8841,??,2016-12-27 10:24:55,0
24879,-124952,600620.SH,19930108,CNY,24.5,24.8,29.0,24.8,27.5,3.0,12.2449,11708.0,31279.0,245.0,248.0,290.0,248.0,275.0,10.0,26.7159,??,2016-12-27 10:24:55,0
24880,-124953,600620.SH,19930111,CNY,27.5,27.81,29.39,27.8,28.75,1.25,4.5455,9950.0,28198.0,275.0,278.1,293.9,278.0,287.5,10.0,28.3397,??,2016-12-27 10:24:55,0
24881,-124954,600620.SH,19930112,CNY,28.75,28.59,29.2,27.15,28.0,-0.75,-2.6087,6768.0,19437.0,287.5,285.9,292.0,271.5,280.0,10.0,28.719,??,2016-12-27 10:24:55,0
24882,-124955,600620.SH,19930113,CNY,28.0,28.0,28.6,27.0,28.15,0.15,0.5357,4088.0,11442.0,280.0,280.0,286.0,270.0,281.5,10.0,27.9892,??,2016-12-27 10:24:55,0
24883,-124956,600620.SH,19930114,CNY,28.15,28.8,29.2,28.02,28.65,0.5,1.7762,5208.0,14946.0,281.5,288.0,292.0,280.2,286.5,10.0,28.6982,??,2016-12-27 10:24:55,0
24884,-124957,600620.SH,19930115,CNY,28.65,29.18,29.4,27.51,28.3,-0.35,-1.2216,4415.0,12747.0,286.5,291.8,294.0,275.1,283.0,10.0,28.872,??,2016-12-27 10:24:55,0
24885,-124958,600620.SH,19930118,CNY,28.3,28.8,31.5,28.6,30.8,2.5,8.8339,6363.0,19202.0,283.0,288.0,315.0,286.0,308.0,10.0,30.1776,??,2016-12-27 10:24:55,0
24886,-124959,600620.SH,19930119,CNY,30.8,32.1,32.1,28.7,28.9,-1.9,-6.1688,8536.0,25817.0,308.0,321.0,321.0,287.0,289.0,10.0,30.2448,??,2016-12-27 10:24:55,0
24887,-124960,600620.SH,19930120,CNY,28.9,29.0,30.4,29.0,30.2,1.3,4.4983,3343.0,9996.0,289.0,290.0,304.0,290.0,302.0,10.0,29.9013,??,2016-12-27 10:24:55,0
24888,-124961,600620.SH,19930121,CNY,30.2,30.5,30.98,30.0,30.98,0.78,2.5828,3878.0,11927.0,302.0,305.0,309.8,300.0,309.8,10.0,30.7555,??,2016-12-27 10:24:55,0
24889,-124962,600620.SH,19930122,CNY,30.98,31.0,32.9,30.72,31.85,0.87,2.8083,3662.0,11583.0,309.8,310.0,329.0,307.2,318.5,10.0,31.6303,??,2016-12-27 10:24:55,0
24890,-124963,600620.SH,19930127,CNY,31.85,32.88,35.5,32.22,34.81,2.96,9.2936,5009.0,17287.0,318.5,328.8,355.0,322.2,348.1,10.0,34.5119,??,2016-12-27 10:24:55,0
24891,-124964,600620.SH,19930128,CNY,34.81,35.01,36.0,33.5,34.25,-0.56,-1.6087,3745.0,12981.0,348.1,350.1,360.0,335.0,342.5,10.0,34.6622,??,2016-12-27 10:24:55,0
24892,-124965,600620.SH,19930129,CNY,34.25,34.5,34.86,34.11,34.69,0.44,1.2847,2878.0,9981.0,342.5,345.0,348.6,341.1,346.9,10.0,34.6803,??,2016-12-27 10:24:55,0
24893,-124966,600620.SH,19930201,CNY,34.69,35.62,38.0,34.9,36.95,2.26,6.5148,7608.0,27459.0,346.9,356.2,380.0,349.0,369.5,10.0,36.0923,??,2016-12-27 10:24:55,0
24894,-124967,600620.SH,19930202,CNY,36.95,37.5,38.98,36.92,38.0,1.05,2.8417,5447.0,20797.0,369.5,375.0,389.8,369.2,380.0,10.0,38.1806,??,2016-12-27 10:24:55,0
24895,-124968,600620.SH,19930203,CNY,38.0,38.06,38.7,36.1,38.2,0.2,0.5263,3774.0,14195.0,380.0,380.6,387.0,361.0,382.0,10.0,37.6126,??,2016-12-27 10:24:55,0
24896,-124969,600620.SH,19930204,CNY,38.2,38.7,40.56,37.5,39.8,1.6,4.1885,2944.0,11566.0,382.0,387.0,405.6,375.0,398.0,10.0,39.2867,??,2016-12-27 10:24:55,0
24897,-124970,600620.SH,19930205,CNY,39.8,39.95,41.38,38.58,39.0,-0.8,-2.0101,5638.0,22560.0,398.0,399.5,413.8,385.8,390.0,10.0,40.0142,??,2016-12-27 10:24:55,0
24898,-124971,600620.SH,19930208,CNY,39.0,39.2,42.3,38.5,41.99,2.99,7.6667,4775.0,19297.0,390.0,392.0,423.0,385.0,419.9,10.0,40.4126,??,2016-12-27 10:24:55,0
24899,-124972,600620.SH,19930209,CNY,41.99,43.0,46.29,42.2,44.08,2.09,4.9774,7111.0,31217.0,419.9,430.0,462.9,422.0,440.8,10.0,43.8996,??,2016-12-27 10:24:55,0
24900,-124973,600620.SH,19930210,CNY,44.08,44.5,45.5,42.01,43.0,-1.08,-2.4501,4684.0,20560.0,440.8,445.0,455.0,420.1,430.0,10.0,43.8941,??,2016-12-27 10:24:55,0
24901,-124974,600620.SH,19930211,CNY,43.0,43.78,43.88,38.0,40.4,-2.6,-6.0465,4756.0,20035.0,430.0,437.8,438.8,380.0,404.0,10.0,42.1257,??,2016-12-27 10:24:55,0
24902,-124975,600620.SH,19930212,CNY,40.4,38.51,42.5,38.5,42.0,1.6,3.9604,5499.0,22245.0,404.0,385.1,425.0,385.0,420.0,10.0,40.4528,??,2016-12-27 10:24:55,0
24903,-124976,600620.SH,19930215,CNY,42.0,44.1,46.0,42.51,45.55,3.55,8.4524,5805.0,25527.0,420.0,441.0,460.0,425.1,455.5,10.0,43.9742,??,2016-12-27 10:24:55,0
24904,-124977,600620.SH,19930216,CNY,45.55,45.99,47.5,44.98,45.8,0.25,0.5488,6948.0,32092.0,455.5,459.9,475.0,449.8,458.0,10.0,46.1888,??,2016-12-27 10:24:55,0
24905,-124978,600620.SH,19930217,CNY,45.8,46.48,51.49,45.2,50.5,4.7,10.262,11591.0,57495.0,458.0,464.8,514.9,452.0,505.0,10.0,49.6031,??,2016-12-27 10:24:56,0
24906,-124979,600620.SH,19930218,CNY,50.5,51.71,52.0,48.78,49.01,-1.49,-2.9505,6135.0,30516.0,505.0,517.1,520.0,487.8,490.1,10.0,49.7408,??,2016-12-27 10:24:56,0
24907,-124980,600620.SH,19930219,CNY,49.01,49.08,49.08,46.4,47.7,-1.31,-2.6729,6314.0,30046.0,490.1,490.8,490.8,464.0,477.0,10.0,47.5863,??,2016-12-27 10:24:56,0
24908,-124981,600620.SH,19930222,CNY,47.7,48.0,48.3,45.01,45.3,-2.4,-5.0314,2755.0,12848.0,477.0,480.0,483.0,450.1,453.0,10.0,46.6352,??,2016-12-27 10:24:56,0
