,OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,CRNCY_CODE,S_DQ_PRECLOSE,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_CHANGE,S_DQ_PCTCHANGE,S_DQ_VOLUME,S_DQ_AMOUNT,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,S_DQ_AVGPRICE,S_DQ_TRADESTATUS,OPDATE,OPMODE
388439,-535672,000029.SZ,19930915,CNY,3.8,12.0,12.5,11.2,11.3,7.5,197.3684,40598.0,46741.0,3.8,12.0,12.5,11.2,11.3,1.0,11.5131,??,2016-12-27 10:24:54,0
388440,-535673,000029.SZ,19930916,CNY,11.3,11.15,11.55,11.0,11.0,-0.3,-2.6549,22945.0,25620.0,11.3,11.15,11.55,11.0,11.0,1.0,11.1658,??,2016-12-27 10:24:54,0
388441,-535674,000029.SZ,19930920,CNY,11.0,11.0,11.6,10.75,11.55,0.55,5.0,35148.0,39645.0,11.0,11.0,11.6,10.75,11.55,1.0,11.2794,??,2016-12-27 10:24:54,0
388442,-535675,000029.SZ,19930921,CNY,11.55,11.6,11.75,11.3,11.3,-0.25,-2.1645,26748.0,30875.0,11.55,11.6,11.75,11.3,11.3,1.0,11.5429,??,2016-12-27 10:24:54,0
388443,-535676,000029.SZ,19930922,CNY,11.3,11.25,11.5,11.2,11.4,0.1,0.885,10324.0,11665.0,11.3,11.25,11.5,11.2,11.4,1.0,11.2989,??,2016-12-27 10:24:54,0
388444,-535677,000029.SZ,19930923,CNY,11.4,11.5,11.7,11.35,11.4,0.0,0.0,17725.0,20420.0,11.4,11.5,11.7,11.35,11.4,1.0,11.5205,??,2016-12-27 10:24:54,0
388445,-535678,000029.SZ,19930924,CNY,11.4,11.25,11.25,10.2,10.8,-0.6,-5.2632,18200.0,19727.0,11.4,11.25,11.25,10.2,10.8,1.0,10.839,??,2016-12-27 10:24:54,0
388446,-535679,000029.SZ,19930927,CNY,10.8,10.6,10.9,10.55,10.8,0.0,0.0,7488.0,8038.0,10.8,10.6,10.9,10.55,10.8,1.0,10.7345,??,2016-12-27 10:24:54,0
388448,-535680,000029.SZ,19930928,CNY,10.8,10.8,10.8,10.6,10.75,-0.05,-0.463,6347.0,6809.0,10.8,10.8,10.8,10.6,10.75,1.0,10.7279,??,2016-12-27 10:24:54,0
388449,-535681,000029.SZ,19930929,CNY,10.75,10.8,11.2,10.75,11.1,0.35,3.2558,9542.0,10481.0,10.75,10.8,11.2,10.75,11.1,1.0,10.9841,??,2016-12-27 10:24:54,0
