,OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,CRNCY_CODE,S_DQ_PRECLOSE,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_CHANGE,S_DQ_PCTCHANGE,S_DQ_VOLUME,S_DQ_AMOUNT,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,S_DQ_AVGPRICE,S_DQ_TRADESTATUS,OPDATE,OPMODE
1012261,{0010299F-838D-4CA7-9E57-951505D89F04},600990.SH,20080916,CNY,8.31,8.31,8.31,7.9,7.98,-0.33,-3.9711,2815.3,2272.404,11.32,11.32,11.32,10.76,10.87,1.362286,8.0716,??,2016-12-27 11:17:04,0
1014293,{0023BDE0-B830-4DF0-84A1-16B6BD8C38A8},600990.SH,20120726,CNY,13.84,13.86,13.93,13.47,13.52,-0.32,-2.3121,7938.06,10891.251,37.97,38.02,38.21,36.95,37.09,2.743162,13.7203,??,2016-12-27 11:51:45,0
1017741,{0045E3F4-A274-4107-8B41-2DC89C0025F3},600990.SH,20081031,CNY,6.97,6.98,7.01,6.81,6.89,-0.08,-1.1478,1336.01,923.561,9.5,9.51,9.55,9.28,9.39,1.362286,6.9128,??,2016-12-27 11:17:49,0
1020859,{0063FA2E-CCC0-48BC-94F4-CE31A49D6AE0},600990.SH,20041022,CNY,12.04,12.2,12.33,11.79,12.3,0.26,2.1595,3213.51,3890.069,12.04,12.2,12.33,11.79,12.3,1.0,12.1054,??,2016-12-27 10:56:08,0
1022775,{00765B45-DDA1-4E57-A32D-968CDEB4FC2B},600990.SH,20060403,CNY,9.71,9.72,9.88,9.61,9.86,0.15,1.5448,6849.25,6696.122,9.87,9.88,10.04,9.77,10.02,1.016393,9.7764,??,2016-12-27 11:02:50,0
1023797,{00801B8D-0622-41F6-BB46-481433F306F6},600990.SH,20050125,CNY,11.71,11.6,11.6,11.2,11.31,-0.4,-3.4159,1532.9,1732.816,11.71,11.6,11.6,11.2,11.31,1.0,11.3042,??,2016-12-27 10:57:23,0
1027624,{00A4CDE6-66BB-4426-B854-13168CA86EF4},600990.SH,20160819,CNY,78.34,78.35,79.1,77.9,78.36,0.02,0.0255,9840.32,77175.824,216.73,216.76,218.83,215.51,216.79,2.76654,78.4282,??,2016-12-27 13:22:24,0
1028772,{00AF87BE-C0BF-4838-80F1-77F63EAB8AB3},600990.SH,20100326,CNY,35.88,35.96,39.46,35.5,39.18,3.3,9.1973,51499.47,191927.7,98.42,98.64,108.25,97.38,107.48,2.743162,37.2679,??,2016-12-27 11:27:51,0
1035488,{00E5D036-ADBE-4DDB-8AFA-083B1FFBA4E0},600990.SH,20060920,CNY,12.15,12.1,12.23,11.9,12.14,-0.01,-0.0823,6133.88,7386.462,16.33,16.27,16.44,16.0,16.32,1.344335,12.0421,??,2016-12-27 11:05:23,0
1038419,{01017938-5AE5-47CB-814D-2A983AA19929},600990.SH,20091123,CNY,53.19,53.19,53.95,52.39,53.18,-0.01,-0.0188,7883.54,41491.312,72.85,72.85,73.89,71.75,72.84,1.369615,52.6303,??,2016-12-27 11:25:01,0
1040001,{01108300-0043-47A2-8A60-F8DF89B6479B},600990.SH,20140704,CNY,27.26,27.14,27.32,26.79,27.23,-0.03,-0.1101,17375.69,47082.677,75.28,74.95,75.45,73.98,75.2,2.761544,27.0969,??,2016-12-27 12:18:17,0
